timestamp,mode,endpoint,video_id,prompt_tokens,output_tokens,total_tokens,latency_ms,triggered,note
2026-05-09T08:21:53.391692Z,baseline,analyze_frame,_QVQCHGn0mM,1442,86,1528,4058.2,False,t=472s
2026-05-09T08:21:56.898934Z,baseline,analyze_frame,_QVQCHGn0mM,1442,56,1498,3421.6,False,t=476s
2026-05-09T08:22:00.920198Z,baseline,analyze_frame,_QVQCHGn0mM,1442,75,1517,3404.7,False,t=480s
2026-05-09T08:22:04.914541Z,baseline,analyze_frame,_QVQCHGn0mM,1442,61,1503,3521.7,False,t=484s
2026-05-09T08:22:08.741937Z,baseline,analyze_frame,_QVQCHGn0mM,1442,62,1504,3357.6,False,t=488s
2026-05-09T08:22:13.783194Z,baseline,analyze_frame,_QVQCHGn0mM,1442,66,1508,4117.2,False,t=492s
2026-05-09T08:22:16.525890Z,baseline,analyze_frame,_QVQCHGn0mM,1442,72,1514,3109.7,False,t=496s
2026-05-09T08:22:20.786536Z,baseline,analyze_frame,_QVQCHGn0mM,1442,63,1505,3330.7,False,t=500s
2026-05-09T08:22:24.827097Z,baseline,analyze_frame,_QVQCHGn0mM,1442,90,1532,3305.0,False,t=504s
2026-05-09T08:22:29.158690Z,baseline,analyze_frame,_QVQCHGn0mM,1442,84,1526,3708.2,False,t=508s
2026-05-09T08:22:33.074284Z,baseline,analyze_frame,_QVQCHGn0mM,1442,69,1511,3707.2,False,t=512s
2026-05-09T08:22:36.762103Z,baseline,analyze_frame,_QVQCHGn0mM,1442,80,1522,3259.4,False,t=516s
2026-05-09T08:22:41.163286Z,baseline,analyze_frame,_QVQCHGn0mM,1442,67,1509,3671.7,False,t=520s
2026-05-09T08:22:44.489509Z,baseline,analyze_frame,_QVQCHGn0mM,1442,63,1505,3009.9,False,t=524s
2026-05-09T08:22:49.148986Z,baseline,analyze_frame,_QVQCHGn0mM,1442,61,1503,3578.3,False,t=528s
2026-05-09T08:22:52.633052Z,baseline,analyze_frame,_QVQCHGn0mM,1442,51,1493,3415.1,False,t=532s
2026-05-09T08:22:56.621575Z,baseline,analyze_frame,_QVQCHGn0mM,1442,91,1533,3451.1,False,t=536s
2026-05-09T08:23:00.441511Z,baseline,analyze_frame,_QVQCHGn0mM,1442,79,1521,3204.2,False,t=540s
2026-05-09T08:23:05.009491Z,baseline,analyze_frame,_QVQCHGn0mM,1442,61,1503,3797.9,False,t=544s
