timestamp,video_id,video_time_sec,local_score,nlp_score,is_highlight_auto,is_highlight_manual
2026-05-23T16:59:53.612326Z,Cy3qknbwxZQ,7548.0,0.825,0.7,1,
2026-05-23T17:00:09.228875Z,Cy3qknbwxZQ,7564.0,0.825,0.6,0,
2026-05-23T17:00:29.521225Z,Cy3qknbwxZQ,7584.0,0.9,0.7,1,
2026-05-23T17:00:45.490051Z,Cy3qknbwxZQ,7600.0,0.825,0.7,1,
2026-05-23T17:07:19.412312Z,Cy3qknbwxZQ,6486.0,0.95,0.6,0,
2026-05-23T17:07:22.745096Z,Cy3qknbwxZQ,6490.0,0.9,0.7,1,
2026-05-23T17:07:42.957116Z,Cy3qknbwxZQ,6510.0,0.8167,0.7,1,
2026-05-23T17:08:02.920115Z,Cy3qknbwxZQ,6530.0,0.825,0.7,1,
